genre,filename,title,content
business,316.txt,Christmas shoppers flock to tills,shop uk report strong sale last saturday christma claim record break number festiv shopper spokesman manchest trafford centr say big christma date sale 5 regent street associ say shop central london also expect good christma ever pictur come despit report disappoint festiv sale last coupl week trafford centr spokeswoman say 8 500 thousand vehicl arriv centr saturday 1130 gmt predict next week continu trend add similar stori bluewat kent spokesman alan jone say expect 150 000 shopper visit end saturday 100 000 sunday sale far 2 time last year say busi realli strong peopl shop right christma christma period expect peopl spend excess 200 centr saturday afternoon spokeswoman st david shop centr cardiff say look like busi day year 200 000 shopper expect visit close play st enoch shop centr glasgow 140 000 shopper time record expect pass door close time 1900 gmt senior busi manag jon walton say phenoman absolut mob everi week footfal show strong growth weekend go mad regent street associ director anni walker say saturday store heav today lot peopl go last minut shop mani peopl finish work friday go week say report slump pre christma sale relat grow popular internet sale think lot report low sale figur say internet shop go enorm store websit
entertainment,512.txt,Musical treatment for Capra film,classic film wonder life turn music produc controversi hit show jerri springer opera frank capra 1946 movi star jame stewart turn 7 music produc jon thoday work steve brown write award win music spend spend spend spokeswoman say plan earli stage cast open date theatr announc seri workshop hold london wednesday cast singer unveil music select group potenti investor mr thoday say idea turn film music ambit almost 20 year wonder life base short stori great gift philip van doren stern mr thoday manag buy right stori van doren stern famili 1999 follow mr brown success spend spend spend later secur film right paramount enabl use titl wonder life
entertainment,718.txt,US show sued for rat-eating stunt,us tv network sue 2 5 1 3 view say disgust watch contest eat dead rat stunt show austin aitken take action nbc programm fear factor say watch show cau blood pressur rise high becom dizzi light head legal assist say nbc send wrong messag view cash make peopl anyth beyond reason hand write four page lawsuit say individu show eat drink dead rat crazi view point view make throw well anoth hou time mr aitken life cleveland say becom light head run toward bedroom knock head doorway spokesman nbc say comment lawsuit confirm stunt show featur rat eat scene new york time squar 8 novemb past show featur viewer eat spider live worm programm screen uk sky one
entertainment,658.txt,Spector facing more legal action,music produc phil spector face legal action mother actress accu kill donna clarkson whose daughter lana find dead mr spector home februari 2003 seek unspecifi damag civil action legal action accu mr spector murder actress la home mr spector current free 1 535 000 bail await trial 64 year old deni kill say death accid ms clarkson legal action file lo angel superior court also accu mr spector neglig batteri alleg grab hit fight restrain lana clarkson shoot death lawyer say statement clarkson famili hope would resolut regard crimin proceed move forward civil action howev ms clarkson famili understand fair administr justic take time light numer chang mr spector make legal defenc team last two year ms clarkson forc file action statut limit expir 3 februari 2005 mr spector know work beatl claim lana clarkson commit suicid lawyer lead bruce cutler vow prove innoc trial mr cutler say phil cau death woman crimin respon civilli respon either surpri file suit money seem de rigueur nowaday lo angel superior court judg expect set trial date later month spector indict murder charg septemb roderick lindblom one ms clarkson lawyer say intent let crimin proceed go forward anyth would interf prosecut
entertainment,637.txt,Top gig award for Scissor Sisters,new york band scissor sister gig year award perform year v festiv award vote listen virgin radio compil top 10 mostli domin newcom music scene year quirki disco rock band beat red hot chili pepper come second hyde park perform june virgin radio dj pete mitchel say year see amaz array talent come mainstream add scissor sister one origin eccentr band come surpri british public lap perform newcom kean come third place august gig v festiv follow maroon 5 snow patrol music veteran david bowi earn place list number eight 10 respect number seven oxfam make fair trade gig london hammersmith apollo octob featur perform rem razorlight coldplay chri martin glasgow franz ferdinand earn place number nine home town perform april annual survey vote nearli 4 000 listen
entertainment,867.txt,Film star Fox behind theatre bid,lead actor edward fox one man behind plan reopen swansea theatr think wale old star film tv hit day jackal edward mr simpson join forc swansea bear actor director terri palmer set chariti rai money buy palac theatr hope reopen audienc summer 2006 estim 500 000 need buy grade ii list build palac theatr know pavilion repertori theatr sell undisclo bidder auction 13 month ago 340 000 use nightclub 10 year oscar winner sir anthoni hopkin bear nearbi port talbot make profess debut charli chaplin lili langtri also trodden board fox tell south wale even post visit theatr surpri beauti lot money need spend bone need beauti skin say call jewel estim mani theatr leav like hope immedi futur attract enough peopl come forward allow prosper tell newspap fox first find fame 1960 one memor role assassin day jackal 1973 tv bafta princ wale 1980 edward mr simpson bring board save theatr mr palmer long stand friend 40 year two year ago decid return swansea someth citi say mr palmer say excit idea run palac chariti young actor could develop annual shakespear festiv summer five year time theatr function area without shall well satisfi help creat vital live theatr citi add keith poulton busi advi swansea alreadi commit undisclo amount money project need least 75 000 secur deposit build get two month say mr poulton benefactor express interest mr fox go give aw lot time add last year road around theatr cordon masonri roof fall onto car engin say happi safe
entertainment,634.txt,Snow Patrol feted at Irish awards,snow patrol big winner ireland top music honour meteor award pick accolad well irish band album thursday belfast bear glasgow base band collect prize ceremoni dublin point theatr westlif award good irish pop act vote public beat former member brian mcfadden franz ferdinand pick good intern band album paddi casey collect good irish male singer songwrit casey beat brian mcfadden damien rice juliett turner name good irish femal intern categori morrissey beat eminem usher robbi william good male pj harvey pip kyli minogu joss stone anastacia natasha bedingfield femal crown 8 000 fan ceremoni treat perform rapper snoop dogg brian mcfadden delta goodrem thrill featur roll stone star ronni wood snow patrol success come year make chart breakthrough third album final straw think lot band go wee bit kick make success singer gari lightbodi drummer jonni quinn say good also hard past six year snow patrol support u2 european tour later year u2 nomin good irish band album
entertainment,861.txt,Vera Drake's Bafta triumph hope,bafta film award saturday night prospect home grow movi could walk clutch trophi vera drake mike leigh tale 1950 backstreet abortionist nomin 11 categori includ good film good director good actress shortlist imelda staunton play eponym charact film spend month laud prize venic film festiv five award london critic circl wednesday night bafta tradit honour british cinema year vera drake obviou candid heap prai empir magazin review editor dan jolin say film good chanc well saturday predict would collect five six award think go lord ring style sweep imelda staunton shoo good actress say good director prize mike leigh good british film also like could steal award heavili nomin competitor aviat find neverland mr jolin tip anoth contend like aviat walk away bafta good film add find neverland lavish nomin trophi strong oscar contend million dollar babi sideway figur bafta nomin give vera drake great potenti walk away big prize sen film slap guy back film run bafta vera drake true blue british one mike leigh go win award anyth vera drake year bafta say mr jolin add film probabl technic accomplish lavish work yet mr jolin also tip phil davi well support actor prize role vera drake feel heather craney could outdon kate winslet natali portman support actress categori anywh film go win bafta say guardian film critic peter bradshaw feel might well sweep award vera drake saturday night hope bafta voter respond extrem high standard act whole cast film bafta hope say mr bradshaw feel mike leigh masterpiec entitl good film award leav dead man shoe harri potter prison azkaban summer love shaun dead slug good british film trophi cheer vera drake win whole host award add
entertainment,559.txt,Willis sues over movie 'injury',actor bruce willi su revolut studio injuri say suffer make tear sun willi seek medic expen say hit head firework film 2002 movi produc firm lawsuit say star endur mental physic injuri result alleg incid abl comment pend litig revolut studio spokesman sean duda say tear sun willi play militari command disobey order tri help save doctor patient trap nigerian jungl direct antoin fuqua film poorli receiv critic perform strongli box offic accord lawsuit injuri suffer fire explo part special effect explo know squib intend simul appear bullet strike ground lawsuit say willi endur extrem mental physic emot pain suffer specif detail injuri willi seek specif monetari damag lawsuit note star requir employ physician medic personnel state incur addit futur medic expen lawsuit say revolut studio special effect foreman joe pancak duti willi ensur squib inspect set place deton safe manner employ technician train compet use
entertainment,540.txt,Dirty Den's demise seen by 14m,14 million peopl see dirti den watt kill friday mark eastend 20th anniversari accord unoffici figur den death come 16 year supposedli shoot 1989 come back show septemb 2003 audienc bbc one one hour special averag 13 7 million peak 14 2 million last 15 minut overnight figur show den die confront zoe chrissi sam queen vic rate confirm episod give soap high audienc year overnight figur show almost 60 view public tune eastend 2000 2100 gmt leav itv1 13 plea figur bbc spokesman say show viewer realli enjoy stori den demi show high audienc come christma 1986 30 million tune see den play lesli grantham hand divorc paper wife angi two year later 24 million see appar shoot man bunch daffodil canal 16 million viewer watch return 2003 show rate sinc settl 12 million per episod grantham hit headlin may newspap print photograph appar expo via webcam dress room also allegedli insult four co star apolog deplor action moment stupid
entertainment,570.txt,Director Nair's Vanity project,indian film director mira nair say thrill give chanc make william makepeac thackeray novel vaniti fair book favourit life book one classic english literatur stori scheme 19th centuri social climber becki sharp play film ree witherspoon nair say jump chanc work film controversi make bollywood style includ two song danc routin film second half serendip realli offer vaniti fair studio focu featur distribut monsoon we d nair tell bbc world servic masterpiec programm offer next good thing reali vaniti fair actual one favourit novel sinc 16 year old irish cathol board school india sinc 1988 debut featur salaam bombay nomin good foreign languag oscar winner good first featur cann nair becom one india famou respect director restrict bollywood howev follow salaam bombay mississippi masala star denzel washington perez famili first hollywood film career peak monsoon we d 2001 golden lion award venic nair indian style adapt vaniti fair howev attack critic reach number eight box offic open week describ bollywood element jar film new end becki sharp run new life india nair say film pick way thackeray bear india move england young man see world first 16 becki sharp complet memor charact recogni recogni ladi want ladi want buck system say sort novel somehow keep side bed mani year would dip everi suddenli get complet mesmeri get old read think thackeray clariti clear sight societi fact bear india come england young man give eye outsid yet insid perspect someth realli love nair also defend deci cast american actress ree witherspoon becki sharp despit fact rest cast british irish cast intuit film cast mani non actor cast actor say intuit fall love actor viscer respon thackeray describ becki sharp minx also describ someon tini red head thin ree complet minx like irresist role seem physic perfectli suit part howev witherspoon becom pregnant nair say though creat need film trick fact also help film self fulfil prophesi first meet husband actor ryan philipp say knock need flesh girl joke fan underf lo angel actor becki sharp eventu full blow woman cour film love lumino pregnanc bring love fleshi love ampl bosom give much play nair explain camera trick use disgui witherspoon bump variou scene includ hire number young boy costum stand front run get coal cart jump hor everyth nair say also certain carriag hor go wipe screen certain moment bump
entertainment,534.txt,New Harry Potter tops book chart,harri potter half blood princ top amazon book chart less 24 hour relea date 16 juli announc thousand custom place pre order amazon co uk websit sixth book seri rowl reveal complet novel tuesday ahead schedul announc 25 decemb publish simultan uk us canada australia new zealand south africa jk rowl fifth book wizard seri harri potter order phoenix amazon larg pre order item ever 420 000 copi pre order prior relea june 2003 custom pre order harri potter half blood princ avoid stand long queue bookshop day book relea next juli fact book alreadi hit number one hot 100 book chart show incr excit custom sixth harri potter say amazon robin terrel harri potter half blood princ take stori harri potter sixth year hogwart school witchcraft wizardri lord voldemort grow strong rowl alreadi reveal half blood princ neither harri voldemort add open chapter book brew mind 13 year rowl say plenti time pregnant tinker manuscript satisfact happi ever end result also previou reveal charact kill sixth book give hint might follow public sixth book one novel remain complet seri
politics,1117.txt,Voters 'reject EU by two to one',british voter would reject european constitut two one accord poll pose question govern put countri daili telegraph poll suggest 45 peopl would vote constitut 24 favour howev yougov poll question 1 943 british adult onlin find 25 know would vote forc decid tomorrow 51 poll make mind constitut anoth 7 say would vote poll believ first pose question govern choo upcom referendum expect 2006 constitut incorpor uk law ye vote ballot paper poll ask unit kingdom approv treati establish constitut european union govern unveil question ask earli week treati sign 25 current eu member rome last octob due come forc novemb 2006 provid ratifi member state sever hold referendum critic say constitut step toward feder europ advoc say ensur effect oper enlarg 25 state eu reject treati britain isol weak europ say foreign secretari jack straw question unveil mr straw along rest cabinet back ye vote meanwhil conserv shadow foreign secretari michael ancram say referendum question seem straightforward accu govern tri confu issu put eu referendum question bill ratif constitut treat two separ issu
politics,1164.txt,Teens 'know little' of politics,teenag question survey show littl interest polit littl knowledg quarter 14 16 year old know labour govern tori offici opposit lib dem third parti almost could identifi toni blair one six know michael howard one 10 recogni charl kennedi icm survey interview 110 pupil educ watchdog ofst nearli half pupil poll say import know polit parti stand 4 question think conserv power 2 believ lib dem survey also look issu nation find union flag fish chip top list symbol food associ british mani pupil also look english scottish welsh rather british notion european hardli occur anyon
politics,1110.txt,New rules tackle 'sham weddings',new rule marriag foreign nation live uk come forc tuesday non eu citizen need home offic approv marri home offic say new rule aim reduc number sham marriag estim 15 000 year immigr group joint council welfar immigr jcwi say rule breach human right law may mount legal challeng chang unveil last year immigr minist de brown say aim avoid unnecessari disrupt genuin marriag provid firm control prevent abu previou regul anybodi wish get marri uk produc evid resid countri week give 15 day notic we d local regist offic tuesday non eu nation apart citizen switzerland liechtenstein iceland norway intend uk must either obtain visa allow get marri enter countri appli home offic certif marriag approv get certif cost 135 applic send proof legal right uk without settl statu asylum seeker await deci applic right marri uk necessari document subject immigr control wish get marri england wale must regist intent marri one 76 special design regist offic howev marri regist offic church choic rhian beynon jcwi say new rule proport discriminatori rule mean case home secretari go marriag registrar last resort current take legal opinion look peopl whose right marri breach look take case human right court ms beynon say new rule also call question parliamentari joint committ human right report publish last juli cross parti committ state signif risk new procedur incompat right marri introduc restrict disproport committ believ new law might incompat human right act ground religion belief nation report add last year immigr servic oper marriag conveni step result grow number convict januari 25 peopl take part sham marriag network base leicest jail total 35 year last novemb samuel amoah belgian nation set two sham we d coupl want remain uk jail three year sever case current go court role registrar asylum immigr act 1999 oblig report suspect sham marriag home offic key mani prosecut registrar spokesman mark rimmer say welcom new marriag regul believ would signif deterr effect remov blatant case certainli illeg countri quit long get marri mr rimmer say mr rimmer servic director registr marriag brent council north west london say consid new law infr civil liberti may see far draconian certainli still difficult marri uk marri exampl holland germani franc think proport respon govern larg problem mr rimmer say
politics,1123.txt,Labour pig poster 'anti-Semitic',labour parti accu anti semit poster depict michael howard oliv letwin jewish fli pig prospect tori candid andrew mennear whose finchley constitu contain larg jewish commun brand tasteless offen poster show two man face superimpo wing pig say day tori sum add labour say poster anti jewish anti tori one four design e mail labour member ask vote favourit mr mennear send e mail friend say shock imag show friend similarli horrifi say noth distast jewish person associ pig suggest delib intent sort thing cau great offenc clearli think possibl poster design maximum impact one clearli overstep mark withdraw campaign particularli insensit come time holocaust day difficult time mani jewish peopl mr mennear add labour spokesman deni campaign anti semit say time jame report tori back inquiri possibl public spend save publish pig fli tori sum add poster make seriou point say conserv parti spokesman say conserv concentr issu matter peopl low taxi control immigr clear see labour parti peopl fool
politics,927.txt,Hunt demo at Labour meeting,pro hunt support set protest labour spring confer countrysid allianc say expect 4 000 support demonstr hunt ban agr keep demonstr site side river tyne confer venu gateshead bid overturn law ban hunt dog england wale begin court appeal ban come forc 18 februari court appeal expect rule earli next week whether allianc challeng succeed richard dodd region director countrysid allianc say expect 2 000 4 000 support tynesid make protest hunt horn placard campaign ask bring anim alcohol mr dodd say believ would repeat troubl mar pro hunt demonstr outsid parliament septemb hold static demonstr remind labour go away say northumbria polic say pedestrian millennium bridg demonstr site shut necessari assist chief constabl david warcup liai sever protest group say negoti go well father 4 justic pension right activist stop war campaign also expect demonstr three day confer start friday pro hunt campaign claim 1949 parliament act extend right hou common overrul hou lord invalid never pass peer high court last month rule act valid propo hunt ban law pro hunt support formal launch second legal challeng ban london high court thursday countrysid allianc lodg paper seek judici review human right ground anim welfar group welcom ban mani campaign ban decad say hunt cruel unnecessari
politics,1224.txt,Tory expert denies defeat warning,conserv campaign director deni report claim warn michael howard parti could win next gener elect time monday say australian lynton crosbi tell parti leader focu tri increa tori common presenc 25 30 seat mr crosbi say statement never conver hold view mr howard later add one iota truth report strategist help australia pm john howard win four elect mr howard appoint mr crosbi elect chief last octob mr crosbi statement say conserv parti make impact issu low tax control immigr past week add labour parti want distract attent away issu realli matter peopl
politics,1215.txt,Hague's six-figure earnings shown,reward leav front bench polit show late annual regist member interest regist show former tori leader william hagu earn 820 000 top mp salari much speak fee former shadow chancellor michael portillo make 560 000 year partli speech tv work ex health secretari alan milburn earn 85 000 speech articl advic cabinet mr milburn away frontbench year step health secretari becom labour elect supremo declar interest includ 20 000 newspap articl fee 35 000 four speech also command salari 25 000 35 000 invest compani bridgepoint capit european advisori committ time offic howev lose 71 433 minist salari mr hagu work outsid parliament includ two one man show speak fee net 480 000 also earn 195 000 weekli column news world 5 000 10 000 present bbc 2 get news mr hagu also pay undisclo amount newspap seriali biographi william pitt young 135 00 work advi variou compani former defenc secretari michael portillo make money non execut director bae system stand mp next elect former foreign secretari robin cook pay 45 001 50 000 paperback edit book resign govern declar incom 205 000 also includ payment consult tote regular column guardian newspap regist also show former home offic minist ann widdecomb declar 100 000 advanc third fourth novel also receiv 30 000 act guardian agoni aunt 5 001 10 000 appear itv celebr fit club david blunkett becom pay advi indepen consult limit home secretari help seminar relationship govern busi earn 5 001and 10 000 work toni blair entri confirm king abdullah jordan pay fli holiday egypt offici discuss sights tour wadi rum tori leader michael howard fresh entri christma hamper sultan brunei also declar trip mexico last year address execut news intern helicopt privat jet travel pay support liber democrat leader charl kennedi regist donat offic support free ticket last year bafta award rent singl bedroom flat london regist contain new inform decemb 2004 monday see public annual review regist year detail payment show band 5 000 make difficult calcul exact earn
politics,1296.txt,Blair prepares to name poll date,toni blair like name 5 may elect day parliament return easter break bbc polit editor learn andrew marr say mr blair ask queen 4 5 april dissolv parliament end week mr blair far resist call name day parti step campaign recent street would draw claim say elect time matter prime minist number 10 spokeswoman would say announc elect want announc elect move signal frantic week westminst govern like tri get key legisl parliament govern need financ bill cover budget plan pass common close busi end session 7 april also seek push seriou organi crime bill card bill mr marr say wednesday today programm almost nobodi senior level insid govern parliament expect elect call 4 5 april soon common back short easter recess toni blair whip palac ask queen dissolv parliament go labour govern offici june 2006 hold gener elect recent year govern favour four year term
politics,914.txt,Drink remark 'acts as diversion',first minist statement okay get drunk divert attent real issu claim jack law chief execut alcohol focu scotland say jack mcconnel comment ill advi medium attent help move focu scotland bing drink problem mr law say scotsman journalist hamish macdonel say believ big pictur obscur remark mr mcconnel speak monday 100 secondari pupil school highland problem bing drink drink promot one sentenc comment immedi critici scottish nation parti accu encourag young peopl get drunk scottish execut insist mr mcconnel speak adult comment recognit peopl get drunk mr macdonel polit editor scotsman say think say right outset stupid ill advi remark first minist come someth like say mean get drunk pillori howev add perhap mr mcconnel could feel rightli aggriev coverag mr macdonel say think problem say lot thing bing drink age drink whole side thing lose furor one sentenc understand think much big messag obscur mr law voluntari bodi alcohol focu scotland believ damag scotland fight bing drink say accept young peopl drink problem drink mr law add think remark ill advi remark blow proport easili misrepr tri scotland want preach young peopl need acknowledg drink problemat divert real issu promot respon reduc harm ind tackl drink cultur cultur bing drink drunken say vital young peopl properli inform risk incur get drunk mr macdonel say first minist know say thing mark bind come back bite add mr mcconnel talk highland 100 teenag everi word say put webcast scottish execut look politician report think instanc lot realli good thing regret remark scottish nation parti holyrood leader nicola sturgeon write mr mcconnel tuesday accu error judgement call apolog ill judg comment withdraw immedi furiou respon first minist say comment distort take context tell ms sturgeon disappoint contribut distort say stagger encourag young peopl get drunk complet untru perhap would wiser find actual say rush repr posit undermin conven educ highland council insult intellig young peopl speak sake simpl soundbit
politics,1310.txt,Labour MP praises Tory campaign,conserv lot smart way conduct gener elect campaign labour backbench say derek wyatt say five month campaign turn voter suggest peopl alreadi rather bore thing want great campaign role chancellor gordon brown labour say economi heart campaign mr brown therefor promin role mr wyatt argu way current figur poll peopl trust see deliv eight year economi unmatch anywh world would tad foolish labour parti use past three elect labour elect chief alan milburn deni attempt sidelin mr brown face critic let tori set agenda howev mr wyatt predict campaign would get way properli chancellor deliv budget mp sittingbourn sheppey say prime minist toni blair tri hard improv stand elector sort campaign trust mr blair hurt iraq controversi add labour parti spokesman play differ mr wyatt say mr brown alreadi promin campaign role elect choic labour take britain forward conserv take back
politics,1199.txt,UKIP outspent Labour on EU poll,uk independ parti outspent labour liber democrat european elect new figur show ukip campaign slogan say europ spend 2 36 campaign second conserv 3 13 campaign take ukip third place extra 10 mep labour campaign cost 1 7 lib dem 1 19 green 404 000 accord figur reveal elector commiss wednesday much ukip fund come yorkshir millionair sir paul syke help bankrol parti billboard campaign critic accu parti effect buy vote ukip spokesman say labour conserv spend 10 last gener elect advantag public money way small parti get messag across buy adverti space add
